"","x","y","Jarak_Lampu","n_Lajur","n_Jalur","Kerb_R","Kerb_L","label","vol"
"59",62221.0176205145,-83503.2974722423,79.4402547387603,2,2,0,0,1,5.9233530009755
"60",60735.4928748473,-84609.9731373896,210.695413735034,2,2,0,0,1,5.9233530009755
"61",59667.1617829983,-84645.6549230782,84.1661638882732,2,2,0,0,1,5.9233530009755
"62",59705.7952358388,-83848.2793223058,18.4054308811534,4,2,0,0,1,5.9233530009755
"63",62048.3616478745,-83199.0340533645,217.066137221798,2,2,0,0,1,5.9233530009755
"64",61175.6644189484,-84588.5212665396,126.338603410433,2,2,0,0,1,5.9233530009755
"65",59874.0869906215,-84548.7396363358,21.929937418609,2,1,0,0,1,5.9233530009755
"66",59605.8753741233,-83785.4174019484,32.2545576469338,2,2,1,1,1,5.9233530009755
"67",59902.7267250536,-84559.8113181848,15.0263026033066,4,2,0,1,1,5.9233530009755
"68",59831.4592292727,-83914.1996677777,2.75387581589074,4,2,0,0,1,5.9233530009755
"69",61565.5913841497,-85058.1573812261,1.39716047760718,2,2,0,0,1,5.9233530009755
"70",61907.1349559753,-84078.8385040264,160.046822052805,4,2,0,0,1,5.9233530009755
"71",60592.3645659919,-84786.961955167,212.23935148568,2,2,0,0,1,5.9233530009755
"72",61779.24617463,-84097.8749114738,29.4075789239485,4,2,0,0,1,5.9233530009755
"73",59919.3408106398,-84143.3562904741,5.53605893778531,2,1,0,0,1,5.9233530009755
"74",60740.1688601458,-84069.0535299577,280.189929349524,4,2,0,0,1,5.9233530009755
"75",59683.1099726494,-85388.7520032998,930.166772078578,2,2,0,0,1,5.9233530009755
"76",59606.4562777333,-83785.82196887,32.9624583449215,2,2,1,1,1,5.9233530009755
"77",61362.8384419224,-84309.5753789404,42.9657697313529,2,2,0,0,1,5.9233530009755
"78",61194.3370028042,-84507.3802866417,49.1607589313203,2,2,0,0,1,5.9233530009755
"79",59908.9723241153,-84587.2093176762,23.4483921864684,2,2,0,0,1,5.9233530009755
"80",61181.2015639063,-84563.7203360727,107.025195311038,2,2,0,0,1,5.9233530009755
"81",61187.7736796277,-84536.1508810338,78.6705767494417,2,2,0,0,1,5.9233530009755
"82",61757.5824631334,-84094.64826011,7.49809558199943,4,2,0,0,1,5.9233530009755
"83",59975.797239119,-84293.2700432511,68.0936139192038,2,2,0,0,1,5.9233530009755
"84",60099.2533606973,-84019.2263912772,14.6751193022193,4,2,0,0,1,5.9233530009755
"85",59903.6600664479,-83203.0309909813,241.215262491602,2,2,0,0,1,5.9233530009755
"86",60083.1524209907,-84019.7998337891,5.04172289461302,4,2,1,1,1,5.9233530009755
"87",59577.3154567478,-84685.7831269666,20.0366616240388,1,2,0,0,1,5.9233530009755
"88",60043.3973638077,-84624.9177313438,1.74025303333982,2,2,0,0,1,5.9233530009755
"89",59459.4805952598,-84725.7698046514,73.2013406142697,2,2,0,0,1,5.9233530009755
"90",61772.2200779641,-84096.9152125731,22.3120808466943,4,2,0,0,1,5.9233530009755
"91",61772.2200779641,-84096.9152125731,22.3120808466943,4,2,0,0,1,5.9233530009755
"92",61182.5649934506,-83315.4410153218,73.9085376666469,2,2,0,0,1,5.9233530009755
"93",62322.0257011009,-83409.1587975551,113.511916249298,2,2,0,0,1,5.9233530009755
"94",62163.9379249469,-84034.6398728846,14.0305623254939,4,2,0,0,1,5.9233530009755
"95",60184.3011964255,-84026.703040502,89.7440870477343,4,2,0,0,1,5.9233530009755
"96",61112.1364961911,-83314.5752701333,3.46403232389615,2,2,0,0,1,5.9233530009755
"97",59946.1353589913,-84177.2149312598,63.8586438312972,1,2,0,0,1,5.9233530009755
"98",60695.2389549038,-84065.7706758566,285.132601083087,4,2,0,0,1,5.9233530009755
"99",61169.9287857207,-84613.5306350614,100.678098075466,2,2,0,0,1,5.9233530009755
"100",59872.167704938,-84547.9777394359,19.8649569293213,2,1,0,0,1,5.9233530009755
"101",62083.4494725143,-84037.8112586782,7.02231746362916,4,2,0,0,1,5.9233530009755
"102",60832.7535435559,-83287.4001738088,277.35980041851,2,2,0,0,1,5.9233530009755
"103",61449.7618953468,-84010.580800603,124.767330880643,2,2,0,0,1,5.9233530009755
"104",62246.3652896453,-83853.9712922538,68.2338706482256,2,2,0,0,1,5.9233530009755
"105",62110.6529209961,-84031.8220912656,20.2051731595708,4,2,1,1,1,5.9233530009755
"106",61017.7178638674,-84061.2170305671,20.1297754917395,1,2,0,0,1,5.9233530009755
"107",62278.9119932005,-83574.1107842988,60.2555268593097,2,2,0,0,1,5.9233530009755
"108",61019.3394483942,-84081.189614994,0.0765621935134964,4,2,0,0,1,5.9233530009755
"109",59913.3859716514,-84000.2030044917,24.5755382361116,4,2,0,0,1,5.9233530009755
"110",59946.8786032219,-84092.7174113417,19.0939620633894,2,2,0,0,1,5.9233530009755
"111",60290.1593897508,-84557.2025629556,80.5817313423962,2,2,0,0,1,5.9233530009755
"112",62151.4892305831,-84034.0883625733,26.4921264730668,4,2,0,0,1,5.9233530009755
"113",61993.052112844,-84054.2609072033,85.9853886937198,4,2,0,0,1,5.9233530009755
"114",62282.3399271779,-83514.7365971913,17.0064407710268,2,2,0,0,1,5.9233530009755
"115",59585.1703554564,-83772.0488616217,7.59713653211927,2,2,1,1,1,5.9233530009755
"116",59672.9816841148,-83827.7502108437,22.4756980514898,2,2,0,0,1,5.9233530009755
"117",61227.4140499364,-84365.2877853094,26.2617258308666,2,2,1,1,1,5.9233530009755
"118",59585.1703554564,-83772.0488616217,7.59713653211927,2,2,1,1,1,5.9233530009755
"119",61954.5291047366,-84148.0857947305,203.007485561086,4,2,0,0,1,5.9233530009755
"120",61513.970660807,-85048.3033871583,53.6129533919958,2,2,0,0,1,5.9233530009755
"121",61240.6104697929,-85057.572490734,42.2890229827358,1,2,0,0,1,5.9233530009755
"122",59992.8930600484,-83218.5218807331,150.015590835284,2,2,0,0,1,5.9233530009755
"123",62109.3541466435,-84031.7009848328,18.9007646395386,4,2,1,1,1,5.9233530009755
"124",59670.6113710495,-84171.0132459418,9.9013890853583,2,2,0,0,1,5.9233530009755
"125",60027.1424793502,-84121.6753720844,28.9555958954325,2,2,0,0,1,5.9233530009755
"126",58744.5865450519,-85198.7293068702,775.408694021454,2,2,0,0,1,5.9233530009755
"127",59776.927373151,-84194.9920677889,0.0784605400206064,2,2,0,0,1,5.9233530009755
"128",60417.2554702673,-84050.4275247506,13.7445612939757,2,2,0,0,1,5.9233530009755
"129",62322.0257011009,-83409.1587975551,113.511916249298,2,2,0,0,1,5.9233530009755
"130",61178.756320087,-84574.6132705349,118.189210651996,2,2,0,0,1,5.9233530009755
"131",60417.7343737061,-84048.7026170307,11.9544062320699,2,2,0,0,1,5.9233530009755
"132",61080.6197999941,-84325.0399732876,155.248032026647,2,2,0,0,1,5.9233530009755
"133",58854.8312736685,-83565.1915889549,391.246695918077,4,2,0,0,1,5.9233530009755
"134",59398.9669177683,-83691.2966161652,39.8840825900821,2,2,0,0,1,5.9233530009755
"135",59832.9189810209,-83905.4917154033,11.583625255291,4,2,0,0,1,5.9233530009755
"136",59903.1912937869,-84754.1480733985,239.327762410409,2,2,0,0,1,5.9233530009755
"137",60220.1572044487,-84942.9067077932,19.3399620823863,2,2,0,0,1,5.9233530009755
"138",62279.0163743934,-83573.8315485583,59.9574194421015,2,2,0,0,1,5.9233530009755
"139",59909.6129623053,-84585.3729262945,21.5034627282749,2,2,0,0,1,5.9233530009755
"140",58770.0008030363,-85128.6448362157,698.819538912099,1,2,0,0,1,5.9233530009755
"141",60202.3686265923,-84916.9533678037,15.6469198513418,2,2,0,0,1,5.9233530009755
"142",61426.8650667179,-85039.9125407909,141.765041848359,2,2,0,0,1,5.9233530009755
"143",61019.3394483942,-84081.189614994,0.0765621935134964,4,2,0,0,1,5.9233530009755
"144",61174.8055547433,-84592.281499948,122.481349155735,2,2,0,0,1,5.9233530009755
"145",59925.3474441548,-84347.7483769543,25.5388816954397,2,2,0,0,1,5.9233530009755
"146",60199.9776524407,-85091.0430072607,171.700707125228,2,2,0,0,1,5.9233530009755
"147",59631.1069139288,-84668.950538752,41.2245219543542,2,2,0,0,1,5.9233530009755
"148",60425.3420857179,-84045.3400787319,14.2813230497823,4,2,0,0,1,5.9233530009755
"149",61208.0205547407,-84886.6107670215,104.27069220325,2,2,0,0,1,5.9233530009755
"150",60551.8124631574,-84650.7688279257,10.6816287239004,2,2,0,0,1,5.9233530009755
"151",59745.2203616331,-83873.7013820797,65.3515161938248,4,2,0,0,1,5.9233530009755
"152",60623.1816812868,-84060.791647268,212.865739156064,2,2,0,0,1,5.9233530009755
"153",60510.7208646654,-84051.5774868591,99.9188685761635,4,2,0,0,1,5.9233530009755
"154",62080.59441396,-84339.2842679522,320.565205621259,2,2,0,0,1,5.9233530009755
"155",61745.6580679495,-84092.7252805649,4.58221606072203,4,2,0,0,1,5.9233530009755
"156",60347.8974470204,-84039.6399753344,64.2978642477555,4,2,0,0,1,5.9233530009755
"157",59914.7197423167,-84564.4319388715,2.17385759392316,4,2,0,1,1,5.9233530009755
"158",59903.6576564608,-84236.6773639161,5.47325187903549,4,2,1,1,1,5.9233530009755
"159",59868.6195631036,-83197.5497223147,276.689998903151,2,2,0,0,1,5.9233530009755
"160",59831.5586159913,-83913.5963628887,3.3654470629972,4,2,0,0,1,5.9233530009755
"161",62148.199258849,-84033.9241445651,29.7862576123355,4,2,1,1,1,5.9233530009755
"162",60005.24406836,-84598.9573763093,45.4294521550094,2,2,0,0,1,5.9233530009755
"163",62322.0257011009,-83409.1587975551,113.511916249298,2,2,0,0,1,5.9233530009755
"164",58937.2524447634,-83575.239766712,308.180230722708,2,2,0,0,1,5.9233530009755
"165",61232.1820827357,-84342.0637109532,2.30949146582183,2,2,0,0,1,5.9233530009755
"166",60653.8753003816,-84062.7162096511,243.644365713131,2,2,0,0,1,5.9233530009755
"167",62082.3200960077,-83183.9933357783,254.592277275813,2,2,0,0,1,5.9233530009755
"168",61245.3124292305,-85558.9015548935,226.60538550957,2,2,0,0,1,5.9233530009755
"169",60297.003282645,-84466.9541757327,171.192562348784,1,2,0,0,1,5.9233530009755
"170",61280.1298588455,-85264.3432713189,82.7572187153258,2,2,0,0,1,5.9233530009755
"171",62205.4805667566,-83968.4989901076,26.5094302513542,1,2,0,0,1,5.9233530009755
"172",61177.9048991005,-84578.406132798,122.076461845776,2,2,0,0,1,5.9233530009755
"173",59896.7934521377,-84557.5299472404,21.3830627142102,4,2,0,1,1,5.9233530009755
"174",60093.4691633935,-84851.2575611952,15.4735228292017,2,2,0,0,1,5.9233530009755
"175",62101.7513581467,-84232.3890374365,210.943946693796,2,2,0,0,1,5.9233530009755
"176",61223.3104051162,-85679.4463984459,121.410854309983,2,2,0,0,1,5.9233530009755
"177",61186.8789110915,-84539.7977038325,82.4261206279269,2,2,0,0,1,5.9233530009755
"178",60661.5386932447,-84063.5085327947,251.348609098375,2,2,0,0,1,5.9233530009755
"179",59565.6085202211,-84566.6044068453,69.29979039926,2,2,0,0,1,5.9233530009755
"180",60378.8083571333,-84041.7220182727,33.3168937744895,4,2,0,0,1,5.9233530009755
"181",59921.7806587195,-84764.3529453635,218.120470118665,2,2,0,0,1,5.9233530009755
"182",60314.5611204305,-84037.4044978102,40.9804845842107,4,2,0,0,1,5.9233530009755
"183",61055.8288558642,-84078.5965432014,36.572504060862,4,2,0,0,1,5.9233530009755
"184",59570.1243247448,-83762.1734053888,10.4109156111496,2,2,1,1,1,5.9233530009755
"185",61553.8667322037,-84172.44710666,82.9503632735424,2,2,0,0,1,5.9233530009755
"186",61553.8667322037,-84172.44710666,82.9503632735424,2,2,0,0,1,5.9233530009755
"187",61853.7861587712,-83349.6523200058,50.831902246542,2,2,0,0,1,5.9233530009755
"188",61107.5542068966,-83314.4727921095,1.11950535728987,2,2,0,0,1,5.9233530009755
"189",61154.0768819267,-83314.8081150934,45.4078196288715,2,2,0,0,1,5.9233530009755
"190",59170.6524814392,-84858.5372823178,140.937057740168,2,2,0,0,1,5.9233530009755
"191",60099.2772936459,-84020.2707793018,13.6304570927031,4,2,0,0,1,5.9233530009755
"192",58636.7594831255,-85296.6557275673,922.460348279768,2,2,0,0,1,5.9233530009755
"193",61955.183417415,-84144.1466145511,199.014333226525,4,2,0,0,1,5.9233530009755
"194",60221.1038064021,-84946.5353603612,23.0901546491895,2,2,0,0,1,5.9233530009755
"195",62287.7253574376,-83073.3291056727,497.57183968801,2,2,0,0,1,5.9233530009755
"196",61203.0240405818,-84460.4578549994,3.07611576216108,2,2,0,0,1,5.9233530009755
"197",62062.9707773719,-83191.4091221536,233.546361329778,2,2,0,0,1,5.9233530009755
"198",59774.2108854469,-83209.9429746304,393.172685796223,4,2,0,0,1,5.9233530009755
"199",59362.7733299812,-83669.1758388895,2.56522255281888,4,2,0,0,1,5.9233530009755
"200",60123.9327900051,-84881.5671636168,29.6020674905836,2,2,0,0,1,5.9233530009755
"201",59887.4610072967,-84553.943517294,31.3809128066485,4,2,0,1,1,5.9233530009755
"202",60132.2289628398,-84213.0090199909,108.42356123139,2,2,0,0,1,5.9233530009755
"203",60343.8767533429,-84295.0102328839,162.395831106916,2,2,0,0,1,5.9233530009755
"204",59357.0531281844,-83665.4916628586,9.36944409098562,2,2,0,0,1,5.9233530009755
"205",59676.6503358978,-84041.8856189526,47.2831980459662,2,2,0,0,1,5.9233530009755
"206",59283.4644984695,-83623.1214469012,19.8872670189552,2,2,0,0,1,5.9233530009755
"207",61943.4640999569,-84076.0881886693,140.960248990182,4,2,0,0,1,5.9233530009755
"208",62131.5989847344,-84156.1626848493,129.041944970667,1,2,0,0,1,5.9233530009755
"209",61814.3604463402,-84099.6598671205,64.9179605177819,4,2,0,0,1,5.9233530009755
"210",60153.6424549831,-84024.683500946,67.0302416195517,4,2,0,0,1,5.9233530009755
"211",59862.1817714763,-83196.3623876241,283.236366195853,2,2,0,0,1,5.9233530009755
"212",60293.8861813032,-84035.1243808191,20.1768468984216,4,2,0,0,1,5.9233530009755
"213",61648.7581868607,-83320.3139685402,215.617657392729,2,2,0,0,1,5.9233530009755
"214",62809.8070314747,-82830.2814899873,1074.21547649759,2,2,0,0,1,5.9233530009755
"215",59705.130347128,-84620.6867602827,129.630515462227,2,2,0,0,1,5.9233530009755
"216",59596.4169635778,-84691.1806635729,0.158525184692298,1,2,0,0,1,5.9233530009755
"217",59995.0586695021,-83203.4307112594,167.321979133785,2,2,0,0,1,5.9233530009755
"218",59927.9346121899,-84012.6406436152,6.40184409092835,4,2,1,1,1,5.9233530009755
"219",61976.1100266381,-83236.2424291034,135.75725494521,2,2,0,0,1,5.9233530009755
"220",59675.9010043545,-83677.7867856102,189.213963784385,1,2,0,0,1,5.9233530009755
"221",61583.2080069244,-84094.2158425282,5.45367199932162,4,2,0,0,1,5.9233530009755
"222",62003.9968583069,-84051.8682377478,74.6866340337129,4,2,0,0,1,5.9233530009755
"223",61568.2656290676,-85049.432973315,7.72835823430994,2,2,0,0,1,5.9233530009755
"224",61653.0408816633,-83836.9419702125,85.0690083923438,2,2,0,0,1,5.9233530009755
"225",61342.5889148782,-84056.1431207975,73.2002884990803,4,2,0,0,1,5.9233530009755
"226",60271.263909901,-84118.4019692386,90.3385769926421,1,2,0,0,1,5.9233530009755
"227",58874.6541382086,-84979.5566893171,489.621379060938,2,2,0,0,1,5.9233530009755
"228",61179.5440140045,-84571.1042960302,114.592912029496,2,2,0,0,1,5.9233530009755
"229",61186.7891193475,-84461.1326667226,19.3311215429232,2,2,0,0,1,5.9233530009755
"230",59563.0261843894,-84572.4633865086,75.7026101720033,2,2,0,0,1,5.9233530009755
"231",59664.6668631375,-83822.3325504932,32.3003154280202,2,2,0,0,1,5.9233530009755
"232",61162.1258099066,-84416.0692884207,100.862195858353,1,2,0,0,1,5.9233530009755
"233",60460.0332549733,-84048.9520548905,49.1600440733232,4,2,0,0,1,5.9233530009755
"234",59757.5037129998,-83293.8450098388,478.758758119984,2,2,0,0,1,5.9233530009755
"235",62154.2033614354,-84034.2065875809,23.7754219555248,4,2,0,0,1,5.9233530009755
"236",61237.1266290729,-84328.5336119112,17.314472458893,4,2,0,0,1,5.9233530009755
"237",61565.6514538176,-85057.919238529,1.15155854524174,2,2,0,0,1,5.9233530009755
"238",61233.0821695486,-84350.3476904726,8.75167093604581,2,2,0,0,1,5.9233530009755
"239",59057.5689778279,-84915.5983019926,271.537345644706,2,2,0,0,1,5.9233530009755
"240",59857.1650147588,-83195.4370964996,288.337739699909,2,2,0,0,1,5.9233530009755
"241",59946.7088416822,-84779.1297269351,189.138485218158,2,2,0,0,1,5.9233530009755
"242",61500.7908263239,-84058.7481876785,17.4058727235372,4,2,0,0,1,5.9233530009755
"243",60255.4406662011,-84032.5748983489,18.3593169023742,4,2,0,0,1,5.9233530009755
"244",62121.7252068007,-84032.7067825741,31.31853391263,4,2,1,1,1,5.9233530009755
"245",60696.3564271252,-84065.8543843057,286.253204166248,4,2,0,0,1,5.9233530009755
"246",62279.1407095331,-83573.4989329419,59.6023245600732,2,2,0,0,1,5.9233530009755
"247",60489.8213119901,-84645.6338148062,55.3752063580295,2,2,0,0,1,5.9233530009755
"248",61446.737501594,-85039.2986596334,121.882784941311,2,2,0,0,1,5.9233530009755
"249",59307.7630385747,-84814.9511994685,16.6137818887469,2,2,0,0,1,5.9233530009755
"250",60564.8841256515,-84055.2640308504,154.223004129815,4,2,0,0,1,5.9233530009755
"251",60771.9581391831,-84579.9601038274,257.950238128816,2,2,0,0,1,5.9233530009755
"252",58894.7986310451,-83570.4430193921,350.920040776826,4,2,0,0,1,5.9233530009755
"253",59917.3599633277,-84171.4906099362,35.48954273154,1,2,0,0,1,5.9233530009755
"254",60225.5407932851,-84636.8435056099,61.6764670071042,2,2,0,0,1,5.9233530009755
"255",62322.0257011009,-83409.1587975551,113.511916249298,2,2,0,0,1,5.9233530009755
"256",60297.508074297,-84636.4521496461,15.0699332968447,2,2,0,0,1,5.9233530009755
"257",60023.2263146096,-83104.5958017179,268.381113250685,2,2,0,0,1,5.9233530009755
"258",61271.0705250672,-84061.6410619331,1.44644113207182,4,2,0,0,1,5.9233530009755
"259",61914.2230992988,-84077.3566356487,167.296860868329,2,2,0,0,1,5.9233530009755
"260",61993.2651509723,-84054.185732707,85.7594762128493,4,2,0,0,1,5.9233530009755
"261",59215.9624519111,-83606.5094687664,27.0519399487513,2,2,0,0,1,5.9233530009755
"262",61292.1721631419,-85441.7202177987,99.1304137957123,2,2,0,0,1,5.9233530009755
"263",59923.761457227,-84567.8447356759,7.49053593536444,2,2,0,0,1,5.9233530009755
"264",60009.3698509238,-83219.1733103274,133.525927464771,2,2,0,0,1,5.9233530009755
"265",61022.2354478204,-84318.1918338901,214.037811685604,2,2,0,0,1,5.9233530009755
"266",61286.0390940627,-84060.078556633,16.5022799518918,4,2,0,0,1,5.9233530009755
"267",59871.8291829999,-83960.0736841753,25.1335012133275,4,2,0,0,1,5.9233530009755
"268",59917.0683378828,-84171.4240489705,35.1904177372133,1,2,0,0,1,5.9233530009755
"269",61751.2290097332,-84520.6900218884,415.413747829464,2,2,0,0,1,5.9233530009755
"270",61293.3890932743,-85333.8885197349,11.9433770280025,2,2,0,0,1,5.9233530009755
"271",61649.2937977038,-84498.3130943099,431.029924522889,2,2,0,0,1,5.9233530009755
"272",61465.0441343504,-84047.3201636841,21.8079569438447,4,1,0,0,1,5.9233530009755
"273",59253.2751769004,-84842.558521168,56.7580472489128,2,2,0,0,1,5.9233530009755
"274",62121.29938027,-84032.6685686048,30.8909961461648,4,2,1,1,1,5.9233530009755
"275",61438.0635102339,-84049.3956804837,48.8776397306286,4,2,0,0,1,5.9233530009755
"276",59897.0773332895,-84557.6390418969,21.0789407774351,4,2,0,1,1,5.9233530009755
"277",59850.6567510945,-84098.7460679784,60.4016508580615,1,2,0,0,1,5.9233530009755
"278",61314.9812964353,-85348.8598283123,20.8584323923264,2,2,0,0,1,5.9233530009755
"279",61187.2513542362,-84538.380363044,80.9606620625988,2,2,0,0,1,5.9233530009755
"280",59874.4036627436,-84065.8680757179,35.4694126510598,2,2,0,0,1,5.9233530009755
"281",59374.8305598911,-83676.9166736914,11.7637100347524,2,2,0,0,1,5.9233530009755
"282",61257.1408311962,-85143.820208058,130.165978841786,1,2,0,0,1,5.9233530009755
"283",61114.7609652946,-84862.1750112218,120.456465136344,1,2,0,0,1,5.9233530009755
"284",62100.8120299729,-84033.5250856731,10.1364851354988,4,2,1,1,1,5.9233530009755
"285",59840.6757732281,-83862.2765729361,55.5027113895857,1,2,0,0,1,5.9233530009755
"286",59845.7452853492,-84099.321200182,56.8326030851401,1,2,0,0,1,5.9233530009755
"287",59717.7734645621,-83582.0036170424,257.724835978013,2,2,0,0,1,5.9233530009755
"288",61333.9788395455,-85350.8909374755,40.0014942586333,2,2,0,0,1,5.9233530009755
"289",61177.5005217161,-84580.2461195016,123.960362266519,2,2,0,0,1,5.9233530009755
"290",60566.3700823085,-84055.3701356701,155.712748907482,4,2,0,0,1,5.9233530009755
"291",59846.2864457543,-84533.1785158821,14.4395506839696,2,2,0,0,1,5.9233530009755
"292",61172.8443137833,-84700.4531363505,11.9939406868005,2,2,0,0,1,5.9233530009755
"293",62322.0257011009,-83409.1587975551,113.511916249298,2,2,0,0,1,5.9233530009755
"294",61959.4354375473,-84072.9415537776,124.582281060943,4,2,0,0,1,5.9233530009755
"295",60868.8763646834,-83291.5934526054,240.99089204482,2,2,0,0,1,5.9233530009755
"296",60132.0673587127,-83298.1099939399,75.3165220954682,2,2,0,0,1,5.9233530009755
"297",60048.666885389,-84685.4712888444,62.622571299867,2,2,0,0,1,5.9233530009755
"298",62325.553146913,-83406.4124403086,117.983164588406,2,2,0,0,1,5.9233530009755
"299",61246.5207639141,-85085.2343835895,70.5761550172116,1,2,0,0,1,5.9233530009755
"300",61188.052268674,-84534.9194038305,77.4079810267346,2,2,0,0,1,5.9233530009755
"301",62275.5633474626,-83584.1617144607,70.8525033589246,2,2,0,0,1,5.9233530009755
"302",59097.1009637039,-83597.3357180046,146.586303957514,2,2,0,0,1,5.9233530009755
"303",61718.4287949665,-83315.2661799336,145.757944977842,2,2,0,0,1,5.9233530009755
"304",59600.7970471088,-84691.9194153784,4.28661047533505,1,2,0,0,1,5.9233530009755
"305",60331.6596012514,-84335.2500446256,204.45223623948,2,2,0,0,1,5.9233530009755
"306",59665.3053747118,-83822.7485833638,31.6376849265682,2,2,0,0,1,5.9233530009755
